id,checkpoint_id,checkpoint_sha256,scale,family,trained_dose,clipping_p,kind,precision,source,loss,delta_loss_vs_A0,S_model,S_block,zero_products,model_products,block_products,R_arch_actual,R_arch_A7,inference_sites,delta_loss_from_p0,delta_S_from_p0
14M:A4-OL1:0.0:clip:0.3,14M:A4-OL1:0.0,98bf5862ec5890efe1365fcf9962cdfcd03067407472b832696b5b07079c0edd,14M,A4-OL1,0.0,0.3,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.0/sweep.json,5.458294967927876,0.24972195561820953,0.07810042365035152,0.26074866685385145,496957362673,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.0:clip:0.4,14M:A4-OL1:0.0,98bf5862ec5890efe1365fcf9962cdfcd03067407472b832696b5b07079c0edd,14M,A4-OL1,0.0,0.4,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.0/sweep.json,5.458905792800633,0.2503327804909663,0.07895432928493579,0.26359954454990137,502390811972,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0006108248727567656,0.0008539056345842622
14M:A4-OL1:0.0:clip:0.5,14M:A4-OL1:0.0,98bf5862ec5890efe1365fcf9962cdfcd03067407472b832696b5b07079c0edd,14M,A4-OL1,0.0,0.5,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.0/sweep.json,5.4860624265388624,0.27748941422919593,0.08273238638518834,0.27621309139311556,526430800551,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.027767458610986395,0.00463196273483682
14M:A4-OL1:0.0:clip:0.6,14M:A4-OL1:0.0,98bf5862ec5890efe1365fcf9962cdfcd03067407472b832696b5b07079c0edd,14M,A4-OL1,0.0,0.6,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.0/sweep.json,5.68792817225823,0.4793551599485637,0.08747913320376663,0.2920607378844861,556634615972,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.22963320433035417,0.009378709553415104
14M:A4-OL1:0.0:clip:0.7,14M:A4-OL1:0.0,98bf5862ec5890efe1365fcf9962cdfcd03067407472b832696b5b07079c0edd,14M,A4-OL1,0.0,0.7,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.0/sweep.json,6.359815380982393,1.151242368672727,0.09052849076956064,0.3022414242736043,576037848668,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.9015204130545174,0.012428067119209116
14M:A4-OL1:0.0:clip:0.8,14M:A4-OL1:0.0,98bf5862ec5890efe1365fcf9962cdfcd03067407472b832696b5b07079c0edd,14M,A4-OL1,0.0,0.8,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.0/sweep.json,7.528212085278077,2.3196390729684104,0.09291679419357368,0.3102150933620316,591234756897,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",2.069917117350201,0.014816370543222157
14M:A4-OL1:0.0:clip:0.9,14M:A4-OL1:0.0,98bf5862ec5890efe1365fcf9962cdfcd03067407472b832696b5b07079c0edd,14M,A4-OL1,0.0,0.9,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.0/sweep.json,9.37712335727624,4.168550344966573,0.09771585287966439,0.32623738999071217,621771435656,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",3.9188283893483637,0.019615429229312864
14M:A4-OL1:0.01:clip:0.0,14M:A4-OL1:0.01,e385f7e1f49ac31d0220c8f293808ca1ba08ce59ddd7492b57d1182e4f032229,14M,A4-OL1,0.01,0.0,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.01/sweep.json,5.458331256223148,0.24975824391348134,0.08586723161261314,0.28667918972702,546377996018,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.01:clip:0.1,14M:A4-OL1:0.01,e385f7e1f49ac31d0220c8f293808ca1ba08ce59ddd7492b57d1182e4f032229,14M,A4-OL1,0.01,0.1,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.01/sweep.json,5.458331256223148,0.24975824391348134,0.08586723161261314,0.28667918972702,546377996018,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.01:clip:0.2,14M:A4-OL1:0.01,e385f7e1f49ac31d0220c8f293808ca1ba08ce59ddd7492b57d1182e4f032229,14M,A4-OL1,0.01,0.2,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.01/sweep.json,5.458331256223148,0.24975824391348134,0.08586723161261314,0.28667918972702,546377996018,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.01:clip:0.3,14M:A4-OL1:0.01,e385f7e1f49ac31d0220c8f293808ca1ba08ce59ddd7492b57d1182e4f032229,14M,A4-OL1,0.01,0.3,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.01/sweep.json,5.458331256223148,0.24975824391348134,0.08586723161261314,0.28667918972702,546377996018,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.01:clip:0.4,14M:A4-OL1:0.01,e385f7e1f49ac31d0220c8f293808ca1ba08ce59ddd7492b57d1182e4f032229,14M,A4-OL1,0.01,0.4,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.01/sweep.json,5.458331256223148,0.24975824391348134,0.08586723161261314,0.28667918972702,546377996018,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.01:clip:0.5,14M:A4-OL1:0.01,e385f7e1f49ac31d0220c8f293808ca1ba08ce59ddd7492b57d1182e4f032229,14M,A4-OL1,0.01,0.5,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.01/sweep.json,5.469939624769448,0.2613666124597813,0.08880089018709961,0.29647359962326225,565045029563,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.011608368546299985,0.002933658574486464
14M:A4-OL1:0.01:clip:0.6,14M:A4-OL1:0.01,e385f7e1f49ac31d0220c8f293808ca1ba08ce59ddd7492b57d1182e4f032229,14M,A4-OL1,0.01,0.6,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.01/sweep.json,5.638240218162537,0.4296672058528701,0.09259486671165913,0.30914029558489486,589186314329,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.17990896193938877,0.006727635099045989
14M:A4-OL1:0.01:clip:0.7,14M:A4-OL1:0.01,e385f7e1f49ac31d0220c8f293808ca1ba08ce59ddd7492b57d1182e4f032229,14M,A4-OL1,0.01,0.7,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.01/sweep.json,6.227583691918638,1.0190106796089715,0.09514375371071038,0.31765009432733404,605405024825,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.7692524356954902,0.009276522098097234
14M:A4-OL1:0.01:clip:0.8,14M:A4-OL1:0.01,e385f7e1f49ac31d0220c8f293808ca1ba08ce59ddd7492b57d1182e4f032229,14M,A4-OL1,0.01,0.8,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.01/sweep.json,7.205337222511246,1.9967642102015795,0.09632549585166256,0.32159549786570407,612924516145,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",1.7470059662880981,0.010458264239049414
14M:A4-OL1:0.01:clip:0.9,14M:A4-OL1:0.01,e385f7e1f49ac31d0220c8f293808ca1ba08ce59ddd7492b57d1182e4f032229,14M,A4-OL1,0.01,0.9,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.01/sweep.json,9.073682137494963,3.8651091251852963,0.09855945696450973,0.3290538745908555,627139335618,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",3.615350881271815,0.012692225351896583
14M:A4-OL1:0.05:clip:0.0,14M:A4-OL1:0.05,a6f076630dc59a9aac93fe3f92e7850b4bd8e3ea4b4ea5917b79f7b2b7a82b09,14M,A4-OL1,0.05,0.0,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.05/sweep.json,5.489813471686911,0.2812404593772442,0.10456447211090765,0.3491024174882716,665349582765,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.05:clip:0.1,14M:A4-OL1:0.05,a6f076630dc59a9aac93fe3f92e7850b4bd8e3ea4b4ea5917b79f7b2b7a82b09,14M,A4-OL1,0.05,0.1,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.05/sweep.json,5.489813471686911,0.2812404593772442,0.10456447211090765,0.3491024174882716,665349582765,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.05:clip:0.2,14M:A4-OL1:0.05,a6f076630dc59a9aac93fe3f92e7850b4bd8e3ea4b4ea5917b79f7b2b7a82b09,14M,A4-OL1,0.05,0.2,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.05/sweep.json,5.489813471686911,0.2812404593772442,0.10456447211090765,0.3491024174882716,665349582765,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.05:clip:0.3,14M:A4-OL1:0.05,a6f076630dc59a9aac93fe3f92e7850b4bd8e3ea4b4ea5917b79f7b2b7a82b09,14M,A4-OL1,0.05,0.3,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.05/sweep.json,5.489813471686911,0.2812404593772442,0.10456447211090765,0.3491024174882716,665349582765,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.05:clip:0.4,14M:A4-OL1:0.05,a6f076630dc59a9aac93fe3f92e7850b4bd8e3ea4b4ea5917b79f7b2b7a82b09,14M,A4-OL1,0.05,0.4,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.05/sweep.json,5.489813471686911,0.2812404593772442,0.10456447211090765,0.3491024174882716,665349582765,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.05:clip:0.5,14M:A4-OL1:0.05,a6f076630dc59a9aac93fe3f92e7850b4bd8e3ea4b4ea5917b79f7b2b7a82b09,14M,A4-OL1,0.05,0.5,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.05/sweep.json,5.489736025150005,0.28116301284033884,0.10457654017883378,0.34914270834043554,665426372556,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",-7.744653690533454e-05,1.2068067926127024e-05
14M:A4-OL1:0.05:clip:0.6,14M:A4-OL1:0.05,a6f076630dc59a9aac93fe3f92e7850b4bd8e3ea4b4ea5917b79f7b2b7a82b09,14M,A4-OL1,0.05,0.6,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.05/sweep.json,5.5285222713763895,0.319949259066723,0.10620755059908198,0.35458805386901315,675804583058,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.03870879968947882,0.0016430784881743266
14M:A4-OL1:0.05:clip:0.7,14M:A4-OL1:0.05,a6f076630dc59a9aac93fe3f92e7850b4bd8e3ea4b4ea5917b79f7b2b7a82b09,14M,A4-OL1,0.05,0.7,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.05/sweep.json,5.9246955778471815,0.716122565537515,0.10831826074659497,0.36163494083012415,689235149747,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.4348821061602708,0.0037537886356873162
14M:A4-OL1:0.05:clip:0.8,14M:A4-OL1:0.05,a6f076630dc59a9aac93fe3f92e7850b4bd8e3ea4b4ea5917b79f7b2b7a82b09,14M,A4-OL1,0.05,0.8,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.05/sweep.json,6.802904442922603,1.5943314306129368,0.1092235483481723,0.36465736406674315,694995545375,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",1.3130909712356926,0.0046590762372646505
14M:A4-OL1:0.05:clip:0.9,14M:A4-OL1:0.05,a6f076630dc59a9aac93fe3f92e7850b4bd8e3ea4b4ea5917b79f7b2b7a82b09,14M,A4-OL1,0.05,0.9,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.05/sweep.json,7.925415943360187,2.716842931050521,0.10933577031455731,0.3650320320487968,695709620022,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",2.4356024716732767,0.00477129820364966
14M:A4-OL1:0.1:clip:0.0,14M:A4-OL1:0.1,a33ad55f6372db866368d0dc25f61d751646486f4b3f3347daa8f8b2cdc5abdb,14M,A4-OL1,0.1,0.0,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.1/sweep.json,5.548308890246781,0.33973587793711424,0.11394291208551928,0.3804135884941647,725025120719,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.1:clip:0.1,14M:A4-OL1:0.1,a33ad55f6372db866368d0dc25f61d751646486f4b3f3347daa8f8b2cdc5abdb,14M,A4-OL1,0.1,0.1,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.1/sweep.json,5.548308890246781,0.33973587793711424,0.11394291208551928,0.3804135884941647,725025120719,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.1:clip:0.2,14M:A4-OL1:0.1,a33ad55f6372db866368d0dc25f61d751646486f4b3f3347daa8f8b2cdc5abdb,14M,A4-OL1,0.1,0.2,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.1/sweep.json,5.548308890246781,0.33973587793711424,0.11394291208551928,0.3804135884941647,725025120719,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.1:clip:0.3,14M:A4-OL1:0.1,a33ad55f6372db866368d0dc25f61d751646486f4b3f3347daa8f8b2cdc5abdb,14M,A4-OL1,0.1,0.3,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.1/sweep.json,5.548308890246781,0.33973587793711424,0.11394291208551928,0.3804135884941647,725025120719,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.1:clip:0.4,14M:A4-OL1:0.1,a33ad55f6372db866368d0dc25f61d751646486f4b3f3347daa8f8b2cdc5abdb,14M,A4-OL1,0.1,0.4,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.1/sweep.json,5.548308890246781,0.33973587793711424,0.11394291208551928,0.3804135884941647,725025120719,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.1:clip:0.5,14M:A4-OL1:0.1,a33ad55f6372db866368d0dc25f61d751646486f4b3f3347daa8f8b2cdc5abdb,14M,A4-OL1,0.1,0.5,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.1/sweep.json,5.548308890246781,0.33973587793711424,0.11394291208551928,0.3804135884941647,725025120719,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.1:clip:0.6,14M:A4-OL1:0.1,a33ad55f6372db866368d0dc25f61d751646486f4b3f3347daa8f8b2cdc5abdb,14M,A4-OL1,0.1,0.6,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.1/sweep.json,5.605809604627846,0.39723659231817976,0.11437945711311338,0.3818710522139063,727802881139,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.05750071438106552,0.0004365450275941041
14M:A4-OL1:0.1:clip:0.7,14M:A4-OL1:0.1,a33ad55f6372db866368d0dc25f61d751646486f4b3f3347daa8f8b2cdc5abdb,14M,A4-OL1,0.1,0.7,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.1/sweep.json,6.020794285119638,0.8122212728099711,0.1158126377690449,0.38665591672460203,736922289789,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.4724853948728569,0.0018697256835256137
14M:A4-OL1:0.1:clip:0.8,14M:A4-OL1:0.1,a33ad55f6372db866368d0dc25f61d751646486f4b3f3347daa8f8b2cdc5abdb,14M,A4-OL1,0.1,0.8,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.1/sweep.json,6.474282314791482,1.2657093024818158,0.11570704709940842,0.38630338820999144,736250410454,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.9259734245447016,0.0017641350138891398
14M:A4-OL1:0.1:clip:0.9,14M:A4-OL1:0.1,a33ad55f6372db866368d0dc25f61d751646486f4b3f3347daa8f8b2cdc5abdb,14M,A4-OL1,0.1,0.9,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.1/sweep.json,7.2906065121204895,2.082033499810823,0.11573646299414518,0.3864015970925868,736437585437,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",1.7422976218737087,0.0017935509086259016
14M:A4-OL1:0.5:clip:0.0,14M:A4-OL1:0.5,81427a14cb4e70b3467600fca052e680ee9dc2991135886b2ed3e0b8b84790ff,14M,A4-OL1,0.5,0.0,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.5/sweep.json,6.037985859537971,0.8294128472283049,0.1271345631932865,0.42445567276442014,808964334329,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.5:clip:0.1,14M:A4-OL1:0.5,81427a14cb4e70b3467600fca052e680ee9dc2991135886b2ed3e0b8b84790ff,14M,A4-OL1,0.5,0.1,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.5/sweep.json,6.037985859537971,0.8294128472283049,0.1271345631932865,0.42445567276442014,808964334329,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.5:clip:0.2,14M:A4-OL1:0.5,81427a14cb4e70b3467600fca052e680ee9dc2991135886b2ed3e0b8b84790ff,14M,A4-OL1,0.5,0.2,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.5/sweep.json,6.037985859537971,0.8294128472283049,0.1271345631932865,0.42445567276442014,808964334329,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.5:clip:0.3,14M:A4-OL1:0.5,81427a14cb4e70b3467600fca052e680ee9dc2991135886b2ed3e0b8b84790ff,14M,A4-OL1,0.5,0.3,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.5/sweep.json,6.037985859537971,0.8294128472283049,0.1271345631932865,0.42445567276442014,808964334329,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.5:clip:0.4,14M:A4-OL1:0.5,81427a14cb4e70b3467600fca052e680ee9dc2991135886b2ed3e0b8b84790ff,14M,A4-OL1,0.5,0.4,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.5/sweep.json,6.037985859537971,0.8294128472283049,0.1271345631932865,0.42445567276442014,808964334329,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.5:clip:0.5,14M:A4-OL1:0.5,81427a14cb4e70b3467600fca052e680ee9dc2991135886b2ed3e0b8b84790ff,14M,A4-OL1,0.5,0.5,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.5/sweep.json,6.037985859537971,0.8294128472283049,0.1271345631932865,0.42445567276442014,808964334329,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.5:clip:0.6,14M:A4-OL1:0.5,81427a14cb4e70b3467600fca052e680ee9dc2991135886b2ed3e0b8b84790ff,14M,A4-OL1,0.5,0.6,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.5/sweep.json,6.037985859537971,0.8294128472283049,0.1271345631932865,0.42445567276442014,808964334329,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.5:clip:0.7,14M:A4-OL1:0.5,81427a14cb4e70b3467600fca052e680ee9dc2991135886b2ed3e0b8b84790ff,14M,A4-OL1,0.5,0.7,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.5/sweep.json,6.037985859537971,0.8294128472283049,0.1271345631932865,0.42445567276442014,808964334329,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.5:clip:0.8,14M:A4-OL1:0.5,81427a14cb4e70b3467600fca052e680ee9dc2991135886b2ed3e0b8b84790ff,14M,A4-OL1,0.5,0.8,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.5/sweep.json,6.037985859537971,0.8294128472283049,0.1271345631932865,0.42445567276442014,808964334329,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.0,0.0
14M:A4-OL1:0.5:clip:0.9,14M:A4-OL1:0.5,81427a14cb4e70b3467600fca052e680ee9dc2991135886b2ed3e0b8b84790ff,14M,A4-OL1,0.5,0.9,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A4-OL1_0.5/sweep.json,6.077768207301755,0.8691951949920886,0.1273892707524606,0.4253060478762067,810585052770,6363055915008,1905886494720,0.12833152310134513,0.2995237697384911,"a,m,h,z",0.039782347763783754,0.0002547075591740888
14M:A7-OL1:0.0:clip:0.0,14M:A7-OL1:0.0,597e0275a7930f4e87129f0b74b85799743faa55a19600ba3fddc0b3ef95ede4,14M,A7-OL1,0.0,0.0,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A7-OL1_0.0/sweep.json,5.480181639011089,0.27160862670142283,0.07054236387068362,0.23551507759224888,448865005686,6363055915008,1905886494720,0.2995237697384911,0.2995237697384911,"a,m,h,q_post,k_post,v,z",0.0,0.0
14M:A7-OL1:0.0:clip:0.1,14M:A7-OL1:0.0,597e0275a7930f4e87129f0b74b85799743faa55a19600ba3fddc0b3ef95ede4,14M,A7-OL1,0.0,0.1,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A7-OL1_0.0/sweep.json,5.480181639011089,0.27160862670142283,0.07054236387068362,0.23551507759224888,448865005686,6363055915008,1905886494720,0.2995237697384911,0.2995237697384911,"a,m,h,q_post,k_post,v,z",0.0,0.0
14M:A7-OL1:0.0:clip:0.2,14M:A7-OL1:0.0,597e0275a7930f4e87129f0b74b85799743faa55a19600ba3fddc0b3ef95ede4,14M,A7-OL1,0.0,0.2,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A7-OL1_0.0/sweep.json,5.480181639011089,0.27160862670142283,0.07054236387068362,0.23551507759224888,448865005686,6363055915008,1905886494720,0.2995237697384911,0.2995237697384911,"a,m,h,q_post,k_post,v,z",0.0,0.0
14M:A7-OL1:0.0:clip:0.3,14M:A7-OL1:0.0,597e0275a7930f4e87129f0b74b85799743faa55a19600ba3fddc0b3ef95ede4,14M,A7-OL1,0.0,0.3,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A7-OL1_0.0/sweep.json,5.480164278893781,0.2715912665841147,0.07057600421124625,0.23562739034990415,449079061054,6363055915008,1905886494720,0.2995237697384911,0.2995237697384911,"a,m,h,q_post,k_post,v,z",-1.7360117308129475e-05,3.3640340562635096e-05
14M:A7-OL1:0.0:clip:0.4,14M:A7-OL1:0.0,597e0275a7930f4e87129f0b74b85799743faa55a19600ba3fddc0b3ef95ede4,14M,A7-OL1,0.0,0.4,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A7-OL1_0.0/sweep.json,5.479698386418043,0.2711253741083768,0.07081021982476694,0.2364093503717254,450569388099,6363055915008,1905886494720,0.2995237697384911,0.2995237697384911,"a,m,h,q_post,k_post,v,z",-0.0004832525930460463,0.00026785595408332363
14M:A7-OL1:0.0:clip:0.5,14M:A7-OL1:0.0,597e0275a7930f4e87129f0b74b85799743faa55a19600ba3fddc0b3ef95ede4,14M,A7-OL1,0.0,0.5,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A7-OL1_0.0/sweep.json,5.480322166307438,0.27174915399777166,0.07227817159617428,0.2413103028827364,459910047301,6363055915008,1905886494720,0.2995237697384911,0.2995237697384911,"a,m,h,q_post,k_post,v,z",0.00014052729634883576,0.0017358077254906595
14M:A7-OL1:0.0:clip:0.6,14M:A7-OL1:0.0,597e0275a7930f4e87129f0b74b85799743faa55a19600ba3fddc0b3ef95ede4,14M,A7-OL1,0.0,0.6,clipped,FP16,runs/030-2026-09-08-all-models-posthoc-clipping/artifacts/attempts/001/14M_A7-OL1_0.0/sweep.json,5.550614424005768,0.34204141169610125,0.08069088637599289,0.26939727169714334,513440621842,6363055915008,1905886494720,0.2995237697384911,0.2995237697384911,"a,m,h,q_post,k_post,v,z",0.07043278499467842,0.010148522505309274
