condition,family,dose,mode,latency_ms,qualified,R_model,zero_products,model_products,speedup_over_native
c33,A4+OL1@h,0.05,sparse,2.0621420117095113,False,0.09035629014573529,574942126470,6363055915008,1.562332095036668
c33,A4+OL1@h,0.05,no_skip,2.545467927120626,False,0.09035629014573529,574942126470,6363055915008,1.2658677590655474
c34,A4+OL1@h,0.1,native,3.2132690539583564,True,0.093434850267421,594531176662,6363055915008,1.0
c34,A4+OL1@h,0.1,fusion_dense,2.5865724310278893,True,0.093434850267421,594531176662,6363055915008,1.243318413495772
c34,A4+OL1@h,0.1,sparse,2.0734110148623586,False,0.093434850267421,594531176662,6363055915008,1.5570629964814435
c34,A4+OL1@h,0.1,no_skip,2.5502131320536137,False,0.093434850267421,594531176662,6363055915008,1.2703569425203864
c35,A4+OL1@h,0.5,native,3.1807085033506155,True,0.10227390354799072,650774566922,6363055915008,1.0
c35,A4+OL1@h,0.5,fusion_dense,2.5518176844343543,True,0.10227390354799072,650774566922,6363055915008,1.2462072383240879
c35,A4+OL1@h,0.5,sparse,2.036080928519368,True,0.10227390354799072,650774566922,6363055915008,1.5616967657629028
c35,A4+OL1@h,0.5,no_skip,2.5366373592987657,True,0.10227390354799072,650774566922,6363055915008,1.256241848817127
