condition,family,dose,historical,R_model,R_model_percent,zero_products,model_products,eligible_BF16_zero_fraction,eligible_BF16_zero_products,eligible_products,eligible_zero_share_of_model,native_validation_loss,replicates,pairs,native_latency_ms,native_qualified,native_max_abs_logit_difference,native_max_loss_delta,native_max_relative_l2,native_failed_validation_blocks,native_failed_processes,fusion_dense_latency_ms,fusion_dense_qualified,fusion_dense_max_abs_logit_difference,fusion_dense_max_loss_delta,fusion_dense_max_relative_l2,fusion_dense_failed_validation_blocks,fusion_dense_failed_processes,sparse_latency_ms,sparse_qualified,sparse_max_abs_logit_difference,sparse_max_loss_delta,sparse_max_relative_l2,sparse_failed_validation_blocks,sparse_failed_processes,no_skip_latency_ms,no_skip_qualified,no_skip_max_abs_logit_difference,no_skip_max_loss_delta,no_skip_max_relative_l2,no_skip_failed_validation_blocks,no_skip_failed_processes,overall_speedup,overall_ci_low,overall_ci_high,overall_qualified,beyond_qkv_fusion_speedup,beyond_qkv_fusion_ci_low,beyond_qkv_fusion_ci_high,beyond_qkv_fusion_qualified,skip_only_speedup,skip_only_ci_low,skip_only_ci_high,skip_only_qualified,qkv_fusion_speedup,qkv_fusion_ci_low,qkv_fusion_ci_high,qkv_fusion_qualified,mean_total_saved_ms,mean_skip_saved_ms,mean_non_skip_net_saved_ms,skip_share_of_total_latency_saving
c21,A7,0.0,False,0.07217650871804772,7.217650871804771,459263160723,6363055915008,0.6599835728752542,224554091520,340241940480,0.03529029047039541,5.47043684154728,3,1344,3.164122928865254,True,0.0,0.0,0.0,0,0,2.5230684550479054,True,0.0,0.0,0.0,0,0,2.016596030443907,False,0.75,7.634956526381131e-05,0.0022007576189935207,13,3,2.535443054512143,False,0.75,7.634956526381131e-05,0.0022007576189935207,13,3,1.569048207607793,1.5644447521407074,1.572840996689812,False,1.2528443313503315,1.250119731306111,1.2557533587817324,False,1.2439349469539813,1.2106920359906963,1.2621269831021356,False,1.2523887991069511,1.2470780205211593,1.2572114244414212,True,1.1633195381797297,0.4969437224125223,0.6663758157672073,0.42717731981885265
c22,A7,0.01,False,0.07617648872497619,7.61764887249762,484715257166,6363055915008,0.6882278675628601,234163985152,340241940480,0.03680055436880529,5.461127547509181,3,1344,3.6616745637729764,True,0.0,0.0,0.0,0,0,2.543383394367993,True,0.0,0.0,0.0,0,0,2.034331555478275,False,0.75,2.7777336151224574e-05,0.0024205995723605156,36,3,2.5423794286325574,False,0.75,2.7777336151224574e-05,0.0024205995723605156,36,3,1.8014478449687896,1.798992190956915,1.8042805811801403,False,1.2523056239170665,1.2492648251752734,1.2560583255122888,False,1.2450454145189558,1.241253310791331,1.2486772955100631,False,1.438504954832088,1.4342139964868708,1.4423104109310936,True,1.6376197464913795,0.5002349285600108,1.1373848179313688,0.30546464136852913
c23,A7,0.05,False,0.09126923722094463,9.126923722094462,580751259757,6363055915008,0.8064303652069272,274381432320,340241940480,0.043121015434241246,5.440461140957695,3,1344,3.6433314671739936,True,0.0,0.0,0.0,0,0,2.5272180791944265,True,0.0,0.0,0.0,0,0,2.0214461255818605,False,0.8125,4.744165765746544e-05,0.0027866961900144815,26,3,2.533907420001924,False,0.8125,4.744165765746544e-05,0.0027866961900144815,26,3,1.8066807662199147,1.801477982140695,1.8139174291439137,False,1.2521260561999412,1.2483702972914985,1.2573855009713981,False,1.246489793182835,1.2389658993512822,1.257170624034057,False,1.4428904799753015,1.435551398504945,1.450510540632957,True,1.6464411460869346,0.5014865445056265,1.1449546015813081,0.30458819964351597
c24,A7,0.1,False,0.10425018105347987,10.425018105347986,663349731193,6363055915008,0.9108895123122477,309922815232,340241940480,0.04870659937169676,5.430924065000187,3,1344,3.6993399262428284,True,0.0,0.0,0.0,0,0,2.569122356362641,True,0.0,0.0,0.0,0,0,2.0572510547935963,False,1.375,5.982148567440504e-05,0.0015250950818881392,34,3,2.544008078984916,False,1.375,5.982148567440504e-05,0.0015250950818881392,34,3,1.7981844367832087,1.7924212508296122,1.8032628759041172,False,1.2493029675528917,1.2449328815370007,1.2537940958034233,False,1.2301929751417648,1.2116800139963615,1.244301624514992,False,1.4393501684426913,1.435318501398858,1.4430531368883504,True,1.654873259602547,0.47544895486290834,1.1794243047396387,0.287302336963918
c25,A7,0.5,False,0.15386813064155969,15.386813064155968,979071518810,6363055915008,0.9986050957523624,339767335552,340241940480,0.05339688038111053,5.707563187398737,3,1344,3.7505299551412463,True,0.0,0.0,0.0,0,0,2.6071725878864527,True,0.0,0.0,0.0,0,0,2.084811101667583,True,0.0,0.0,0.0,0,0,2.5472581619396806,True,0.0,0.0,0.0,0,0,1.8034279578083576,1.7988238156323526,1.8089758536249574,True,1.251216633597217,1.248448261859474,1.2540162784176956,True,1.2176569340540444,1.202942388027562,1.2374282833836934,True,1.4413395005975476,1.4383417732842483,1.4450339487373594,True,1.6863500906245983,0.4559952479515535,1.2303548426730448,0.27040366676332306
c26,A7+OL1@7,0.0,False,0.0705422917861371,7.054229178613711,448864547008,6363055915008,0.6317605001686593,214951418496,340241940480,0.033781161342463194,5.482415042876238,3,1344,3.1636980129405856,True,0.0,0.0,0.0,0,0,2.5199929950758815,True,0.0,0.0,0.0,0,0,2.018356928601861,False,1.0,1.6595123465634742e-05,0.0024916224647313356,47,3,2.5392473908141255,False,1.0,1.6595123465634742e-05,0.0024916224647313356,47,3,1.569671616119047,1.5628738476250283,1.5742494369033937,False,1.2484172903947897,1.2440590403303802,1.2516977775994949,False,1.2441618333838256,1.230891263479977,1.2642287069339464,False,1.2573292826012257,1.254089277960689,1.260400471057555,True,1.167257836814748,0.4985881449621437,0.6686696918526043,0.4271448254506542
c27,A7+OL1@7,0.01,False,0.07723392871636932,7.723392871636931,491443806958,6363055915008,0.6662388216579219,226682389504,340241940480,0.03562476780525274,5.477848951289257,3,1344,3.695720457471907,True,0.0,0.0,0.0,0,0,2.5664379354566336,True,0.0,0.0,0.0,0,0,2.0555760711431503,False,0.5625,6.476508932706793e-05,0.0023867918644100428,11,3,2.5438680313527584,False,0.5625,6.476508932706793e-05,0.0023867918644100428,11,3,1.8000995095645733,1.795045668104603,1.8083865691596357,False,1.2505707563263069,1.2452076028799492,1.2588249480175373,False,1.2355102237061673,1.2154804846992404,1.2558755898933758,False,1.439422360117047,1.4347022864517178,1.4429924795286657,True,1.6529801389316119,0.4853621917607684,1.1676179471708434,0.29362856838345175
c28,A7+OL1@7,0.05,False,0.09863031588136074,9.863031588136074,627590214868,6363055915008,0.7924957629021337,269640296192,340241940480,0.04237591179358055,5.46514686947502,3,1344,3.7370750214904547,True,0.0,0.0,0.0,0,0,2.5997889460995793,True,0.0,0.0,0.0,0,0,2.0650719525292516,False,0.6875,4.59631637745872e-05,0.0019459548639133573,19,3,2.54532799590379,False,0.6875,4.59631637745872e-05,0.0019459548639133573,19,3,1.8093142739527286,1.8030039322787217,1.8174136677733463,False,1.2552990265019253,1.2487053676565234,1.261836592841759,False,1.2325412379564367,1.2193671239636141,1.250058444557609,False,1.441341254756365,1.4321803166474067,1.4496620995920542,True,1.6747876837880107,0.47771033374980715,1.1970773500382035,0.28523635465799985
c29,A7+OL1@7,0.1,False,0.11796760377518327,11.796760377518327,750634458981,6363055915008,0.9105948393631734,309822555136,340241940480,0.04869084277654198,5.431534961029526,3,1344,3.7313300417736173,True,0.0,0.0,0.0,0,0,2.5929074035957456,True,0.0,0.0,0.0,0,0,2.0677115535363555,False,1.9375,5.868597414337984e-05,0.0017761532217264175,68,3,2.5432929396629333,False,1.9375,5.868597414337984e-05,0.0017761532217264175,68,3,1.804119116170495,1.800848820738567,1.8079818996623322,False,1.2546495940613986,1.251049055097043,1.2580596686231489,False,1.2325560168151548,1.2180664315448384,1.2495763921519931,False,1.437946598564162,1.4351906958887244,1.4409656422689137,True,1.6616040035538997,0.47947885780428934,1.1821251457496103,0.2885638556351347
c30,A7+OL1@7,0.5,False,0.27482684296304843,27.482684296304843,1748738568719,6363055915008,0.9988378645165197,339846533248,340241940480,0.053409326868625,5.831300663010009,3,1344,3.6792008904740214,True,0.0,0.0,0.0,0,0,2.548477961681783,True,0.0,0.0,0.0,0,0,2.0338809117674828,True,0.0,0.0,0.0,0,0,2.5438435841351748,True,0.0,0.0,0.0,0,0,1.8076149195780298,1.8020631764470112,1.8121204404292504,True,1.252316779880532,1.2480504429433514,1.2564454264841123,True,1.2364521135241076,1.222201892594222,1.2601069203310666,True,1.4434166726972004,1.4372226493263414,1.4487782727773184,True,1.6685115196672822,0.4861878528789107,1.1823236667883714,0.29139016851130967
c31,A4+OL1@h,0.0,True,0.08409413096369549,8.40941309636955,535095657446,6363055915008,0.8776592051489114,298616471040,340241940480,0.04692972606694822,5.217669964805664,3,1344,3.1863085459917784,True,0.0,0.0,0.0,0,0,2.558153006248176,True,0.0,0.0,0.0,0,0,2.0466470159590244,False,0.5,3.8763357285809263e-05,0.002374115865677595,3,3,2.5447075022384524,False,0.5,3.8763357285809263e-05,0.002374115865677595,3,3,1.56258708359245,1.5558997108411017,1.5691018150144505,False,1.2531535349427945,1.247937097708015,1.2581685165253473,False,1.2389841545966214,1.2333214262439014,1.2453216991772529,False,1.2469238924213553,1.2442747517229877,1.2498656568603466,True,1.159360848153786,0.4913193881206791,0.6680414600331069,0.4237846990460962
c32,A4+OL1@h,0.01,True,0.08585803145992206,8.585803145992205,546319454932,6363055915008,0.9029151149050019,307209590784,340241940480,0.04828019663624373,5.205731008138443,3,1344,3.2189484918490052,True,0.0,0.0,0.0,0,0,2.581708016805351,True,0.0,0.0,0.0,0,0,2.0654565887525678,False,0.6875,5.017704777898757e-06,0.0020858156494796276,6,3,2.544702962040901,False,0.6875,5.017704777898757e-06,0.0020858156494796276,6,3,1.560956888246819,1.5531814443372771,1.5699304146773292,False,1.2491796205808674,1.2451776719971743,1.2528073298846572,False,1.2290165453567923,1.2124786833615218,1.2405258294848707,False,1.2495856180562532,1.244348450484079,1.2548951656801703,True,1.1670418131134717,0.47390184027747073,0.6931399728360009,0.40607100358570714
