model_size,condition_id,family,kappa,partition,implementation,quality_scope,correctness_pass,failed_validation_blocks,max_abs_logit_error,max_relative_l2,canonical_validation_loss,run025_native_validation_loss,run025_candidate_validation_loss,run025_validation_loss_delta,R_model_fraction,R_model_percent,block_zero_product_count,model_product_count,candidate_median_host_ms,native_median_host_ms,paired_geomean_speedup,speedup_input_cluster_ci95_low,speedup_input_cluster_ci95_high,paired_timing_samples,timing_input_clusters,timing_passes,timing_data,attention_qk_pv_execution,selected_linear_sites,source,manifest_sha256,timing_sha256,timing_samples_sha256,quality_sha256
70M,70m/a7-0p01,A7-OL1,0.01,untuned,k016,complete-validation,True,0,0.0,0.0,4.936396388965245,4.945450396195711,4.945354185058801,-9.621113690982952e-05,0.24226276136279815,24.226276136279814,8540051005228,35251191545856,4.438159056007862,4.354654345661402,0.9911397019231709,0.9726979947985501,1.0120023006701653,80,16,5,first 16 fixed seed-2500 training-cache blocks,dense SDPA except selected attention projection linears,a;h;m;z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/k016final-70m-a7-0p01-retrospective-rtxpro4500-002,6d94c3c6daeed0c4d7d6a4f6d315d057c0b9f61a3020dca9461ab4485027627a,008e227dfe4315a150904932fe62757e1f74e2dc1447d07376e708b3b414b224,4a05b7328b2ad0e922e941a342783028459af092f69bd50bcee3e5aabe391fd2,e757d6b3eda76dfa38c2296333e38f086826e3d218001040cecf6f06600967da
70M,70m/a7-0p05,A7-OL1,0.05,untuned,k016,complete-validation,True,0,0.0,0.0,4.963655849532969,4.972258383061728,4.9722685518533085,1.0168791580333902e-05,0.265239409240229,26.5239409240229,9350005220637,35251191545856,4.35648811981082,4.286147654056549,0.9903584187858921,0.9799591698433529,1.00729600893333,80,16,5,first 16 fixed seed-2500 training-cache blocks,dense SDPA except selected attention projection linears,a;h;m;z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/k016final-70m-a7-0p05-retrospective-rtxpro4500-002,972072e4bd41e042194b9816334798c764376f7569de0ee86703ca769f7d0b80,00747822a200eef98394449c08e85cf7922b0c645f6175b9e470ab8e1d5d270b,3b11d2f6960e658d8e003f9b861f3819e42c9f222c96c7b9b104c0f263f7128e,999bd6ac1de5c3d90bb9fe21b91adfadd1dea7c08a0be76d64293b6bbb8d3a72
70M,70m/a7-0p1,A7-OL1,0.1,untuned,k016,complete-validation,True,0,0.0,0.0,4.950079453062024,4.959265524902788,4.959283087928096,1.7563025307865132e-05,0.2869378509087325,28.69378509087325,10114901144140,35251191545856,4.285434260964394,4.244303796440363,0.989646112435226,0.9848513360487822,0.9940477239667744,80,16,5,first 16 fixed seed-2500 training-cache blocks,dense SDPA except selected attention projection linears,a;h;m;z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/k016final-70m-a7-0p1-retrospective-rtxpro4500-002,2d4c1ef04ba008a84d823ab27e746526b338ab94950e8e4de632655d9a0c80ad,e78f0584196938dcaa8749961fca4a7838d8d9bb3209fe309db8536643b1414c,2310fa0ca8868cf9afa0cf35b0c0e485ce8f0108ec748bd64a6b84e8916731de,55ebfb63ee8fe2b966874466dd806d188aef4d6dec5ec897708a97e6673275c9
70M,70m/a7-0p5,A7-OL1,0.5,development,k016,complete-validation,True,0,0.0,0.0,5.215924663303872,5.2265333158010545,5.226533320035404,4.234349759713041e-09,0.4060187215635989,40.60187215635989,14312643725042,35251191545856,4.2154742404818535,4.257138818502426,0.9921826557074922,0.9644762342452783,1.0125139807665022,80,16,5,first 16 fixed seed-2500 training-cache blocks,dense SDPA except selected attention projection linears,a;h;m;z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/k016final-70m-a7-0p5-development-rtxpro4500-002,26cd291eb906c220942418afcbec0cf9bbeba683e252733e51115d34eec9e0e0,03a69fe25a15bf104176233f598474953ac6e9ec85fcbf47771a5fc7e0b6e1a8,6fd04098321a04d1001b0ee83f62ee06706405b038d941a9875bb038eac19557,7fb40d605b1c5071a0ac71d9049ac9f1cb57440c03b38e79e556b3abcd20ef5b
410M,410m/a0,A0,,development,k010,complete-validation,True,0,0.0,0.0,4.547456437666741,4.54969743317823,4.54969743317823,0.0,0.00011047923803103942,0.011047923803103942,30885552627,279559790395392,17.061653081327677,16.094446647912264,0.9449601481272587,0.9423546033817194,0.9495770190912429,80,16,5,first 16 fixed seed-2500 training-cache blocks,dense SDPA except selected attention projection linears,z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/final-410m-a0-k010-rtxpro4500-002,b29e72845cea7b379f84ce24dd78450fdf4018ac651a01356ba5474be2385cfb,241a4268a0bc8b675add1203e25a9588c43adff2c8753cd47876e7a8f0f25b4f,a70e22d8b49499c23f222d7e67166236a33842d218e2944e1d2e723560e72126,28405672d253f6282a0119d1744b586c871f618bc19e510b1b2f58eaf29152d5
410M,410m/a1h,A1-H,,development,k010,complete-validation,True,0,0.0,0.0,4.651294058243904,4.654892204147206,4.654892204147206,0.0,0.21049725280441106,21.049725280441105,58846567872807,279559790395392,16.802108380943537,15.832641627639532,0.9435743710037875,0.942196572644256,0.9458855051852688,80,16,5,first 16 fixed seed-2500 training-cache blocks,dense SDPA except selected attention projection linears,z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/final-410m-a1h-k010-rtxpro4500-002,e89d4fe2e7915c74fa78c2403c18582f93acb1d873140ce07b16239965628dcc,9a4fa4329da5a8242369907b0388a5781f5cfac45bf41c3bef4695d17fc1f9e0,69677954f902de1e8a4f35d8eb07967bd36485a0ccc2f148a9aabbd20dd97a7f,9d1260cf12aca739870a7898a1db515334cb3e721b0648a379eea955ce33e649
410M,410m/a4-0,A4-OL1,0.0,development,k010,complete-validation,True,0,0.0,0.0,5.6920750987600295,5.698532815642452,5.698532815642452,0.0,0.3833867333385676,38.33867333385676,107179514812504,279559790395392,18.06790567934513,17.072873190045357,0.9450707088394585,0.9439587618463322,0.9460816028531368,80,16,5,first 16 fixed seed-2500 training-cache blocks,dense SDPA except selected attention projection linears,z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/final-410m-a4-0-k010-rtxpro4500-002,b6856ae0e27d263658d57b437def43c00dc97794de09f03efea86fc6e8579434,735655c39d51e37095912727d9978ff9eb846f8ea4cc8b115681c942274d1503,5cf13ecc73081bbb6c3ffa0ebc76fb7a41a72902db31023d4b10505128b6665f,0bdca965b8309623724bf7ca24a15c47d67c71cb9c240047897ceb70b8d4615c
410M,410m/a4-0p01,A4-OL1,0.01,untuned,k010,complete-validation,True,0,0.0,0.0,5.691361835722387,5.7009139042821,5.7009139042821,0.0,0.39149185001875003,39.149185001875004,109445379532746,279559790395392,17.951406072825193,17.01060403138399,0.9457880507313874,0.9426894193151851,0.9479669400007074,80,16,5,first 16 fixed seed-2500 training-cache blocks,unchanged dense SDPA,z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/k010final-410m-a4-0p01-rtxpro4500-002,b914d1e03deec605e31a831f33faddf42f37d269fc8664ff147f6a780abeea83,9040b4ee86af5a3b93bb68a8dccbbc33154dfdc54e6f773e45a0dede815b82ba,95d28993aa404a107f89fc27b79beb893e8812f7b8ab55ea3269b7102f430b08,14f529be949663e36f103e1c66d337558c6d6d17d6e707ee28f89938aaa98dab
410M,410m/a4-0p05,A4-OL1,0.05,untuned,k010,complete-validation,True,0,0.0,0.0,5.678924922407026,5.688944287392088,5.688944287392088,0.0,0.42124510405287563,42.124510405287566,117763192994107,279559790395392,18.02866579964757,17.082763835787773,0.9466728866163446,0.9445886245019339,0.9484912263500035,80,16,5,first 16 fixed seed-2500 training-cache blocks,unchanged dense SDPA,z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/k010final-410m-a4-0p05-rtxpro4500-002,f05072244d1ebe26345ed6453edb5a62a05c9fc8669e4fca02f032ffcb1d306c,fca454e0e859cc8cce6a6071d43c5f026d30927ab1a0a3391f56a4880649d12a,d91961abdb64e999d4abd78056da25b718985a9bd2bd0129b34c94389aa6b60e,6da038d4b37651c4799b0b9d40892734d0433b2eefc3ece1b260862b98d220bf
410M,410m/a4-0p1,A4-OL1,0.1,untuned,k010,complete-validation,True,0,0.0,0.0,5.67888657016867,5.684639314056525,5.684639314056525,0.0,0.4568803837042414,45.68803837042414,127725384304124,279559790395392,17.99618126824498,17.03396439552307,0.944235851541683,0.9384287379765542,0.9477458418399655,80,16,5,first 16 fixed seed-2500 training-cache blocks,unchanged dense SDPA,z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/k010final-410m-a4-0p1-rtxpro4500-002,23c4821e51571e46e3b47b7bd147cf79bbc15b5d59af4efd4b1ce97fcfd62fd4,e1878e9255d81ef7afd9a2ddd79935217c767a3d87a21062b4d8b92a5cb880cd,4ff33f54f20f29cd5c45d504f1391fbbd822d1789ea751d5c21403e489b853a0,56a462206b0426d93a7e811685f5eea386d464ed75267d414e3c0e3c030b4b68
410M,410m/a4-0p5,A4-OL1,0.5,development,k010,complete-validation,True,0,0.0,0.0,5.1909658185829075,5.195162163989647,5.195162163989647,0.0,0.715914446480748,71.5914446480748,200140892599191,279559790395392,16.524016857147217,16.841593198478222,1.0175644783850841,1.0143064188171498,1.0196682670532236,80,16,5,first 16 fixed seed-2500 training-cache blocks,dense SDPA except selected attention projection linears,z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/final-410m-a4-0p5-k010-rtxpro4500-002,56f383e5656ca46acd8b8697c55ae2fd480ccc62849e0dc8266015f31fc1de51,29fb0d48106f934a324cc648a272631561db39e026dda572d4a0bbd6e4b2508b,5a8578caeab6ab659ce8c677372abcb8df0446617a5fed0522b4876f4c3f02ec,c10dbd641ee28deaf10a6914608f1d8888835c00456ad742b2c824132b77e636
410M,410m/a7-0,A7-OL1,0.0,development,k010,complete-validation,True,0,0.0,0.0,5.4262960662503215,5.430655344679027,5.430655344679027,0.0,0.4112146787868456,41.121467878684555,114959089409159,279559790395392,18.064850475639105,17.09573809057474,0.9436303604993074,0.9387058812257377,0.9467328461130438,80,16,5,first 16 fixed seed-2500 training-cache blocks,dense SDPA except selected attention projection linears,z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/final-410m-a7-0-k010-rtxpro4500-002,33f38ee32ba1e309e0bd5154a6eb0e466e49b6cf4ddc3020e1ec4a25efce1100,15f1884384cc26348dce83f443cf9331a2d71382d21f3fc61e1b4dab0f6dc10a,d453b0bbae01069c5ce1d771ce15b683b48de55871988e16e44f86c5e084c4f0,7fa6ac415af035cac7e8efa8ca535c60cac55c2c00c1ce05c91e2067c1c6669b
410M,410m/a7-0p01,A7-OL1,0.01,untuned,k010,complete-validation,True,0,0.0,0.0,5.43313791342741,5.437535094998715,5.437535094998715,0.0,0.4147805603667183,41.47805603667183,115955966516203,279559790395392,19.606209360063076,18.651653081178665,0.9494617868564018,0.9455352272851271,0.95184106595135,80,16,5,first 16 fixed seed-2500 training-cache blocks,unchanged dense SDPA,z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/k010final-410m-a7-0p01-rtxpro4500-002,371ad00e1ef899ef83ccfc19871d564324b0adca114b9781dd6b0c93266d706b,a92614dbfaa662145e0882c62a63628dbd851a67f89c7b5cb7ac20b0d6a9bc88,045e7a6ed211d7de218f0139c44682a2fef8d133a65deaead7d205a402f8c410,5dd25d9fc9716e597538c53502ca1a64eae6379d9ccb019c5c3d21a5b40766f7
410M,410m/a7-0p05,A7-OL1,0.05,untuned,k010,complete-validation,True,0,0.0,0.0,5.467853006526563,5.472566237598661,5.472566237598661,0.0,0.44053172790987316,44.05317279098732,123154957517004,279559790395392,19.545994233340025,18.597052432596684,0.9525596919110529,0.9511934208718147,0.9540502614369171,80,16,5,first 16 fixed seed-2500 training-cache blocks,unchanged dense SDPA,z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/k010final-410m-a7-0p05-rtxpro4500-002,9c30b12e0071739d2a7ecd27b32e75e3ac0a2bbe730f064b1cd01fa8d4fe623e,746e0e6f688534ee478400998d2168065d113b991557f012939b83298487fa00,defec405c531ae1b252467a06eb8d4da168000ab6f0d3e5ce0fb99bf8bbd0b66,a7b36ee4427ddafc136340e3b37c3e608b22fbf36da8686607f3e8a05a2b522d
410M,410m/a7-0p1,A7-OL1,0.1,untuned,k010,complete-validation,True,0,0.0,0.0,5.490748997270709,5.495259978251475,5.495259978251475,0.0,0.4899755173364832,48.99755173364832,136977452925461,279559790395392,19.55413445830345,18.61951733008027,0.9545393887327651,0.9495912009867812,0.9604425551253161,80,16,5,first 16 fixed seed-2500 training-cache blocks,unchanged dense SDPA,z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/k010final-410m-a7-0p1-rtxpro4500-002,9154bb31fa8757ab9032c4098fc87426ecb9f0ee522e7b429565ac92f8518d7c,afe7aa83232ad18149ab61d8a38af3a52fa1293a2d93d050ae830e567beaa050,e37c77b0f012ae2a28fafc0b4d4d98341802331013a494b7c1b5a04541517849,3e22f5cc8575e98ffaef36ec834e07a5d069f76163dcad8dda7013d7ac252340
410M,410m/a7-0p5,A7-OL1,0.5,development,k010,complete-validation,True,0,0.0,0.0,5.120691668705122,5.1244951522083975,5.1244951522083975,0.0,0.806155139186339,80.6155139186339,225368561737101,279559790395392,17.9170249029994,18.220636062324047,1.0117765680524813,1.004639732107918,1.017024693812272,80,16,5,first 16 fixed seed-2500 training-cache blocks,dense SDPA except selected attention projection linears,z,runs/025-2026-09-05-pythia-agentic-sparse-kernel-search/retrieved/rtxpro4500-002/artifacts/final-410m-a7-0p5-k010-rtxpro4500-002,1055c6ec44f708880f36e15d2f742ef60a68303a27e9c98d800d662f35402f46,d3ee46498a26c387acd7f6ad764ec93e41673a2a2f6b68c93c345196e72f39de,e63b5320108d230483680f740c3fe5ff77c850c9332e20bf40dd9d7d4239943c,b9f4bd0ed665886008b9a16123ab3fc5dc6415ef359b535578b7f0b4eb363a93
