source_checkpoint_id,scale,family,training_parameter,clipping_target_p,loss,delta_loss_from_p0,R_model,U_arch,nondominated_within_checkpoint
14M:A1-H-OL1:0.05,14M,A1-H-OL1,0.05,0.7,7.491309503126427,2.2932401197196466,0.09181970858184191,0.7154883411562929,True
14M:A1-H-OL1:0.05,14M,A1-H-OL1,0.05,0.8,8.518643208509367,3.3205738251025867,0.10270378488245273,0.8003005216523937,True
14M:A1-H-OL1:0.05,14M,A1-H-OL1,0.05,0.9,9.083663916446753,3.8855945330399724,0.11705247586120947,0.9121100804575627,True
14M:A1-H-OL1:0.1,14M,A1-H-OL1,0.1,0.0,5.159387283071259,0.0,0.033385810458453735,0.26015284204246925,True
14M:A1-H-OL1:0.1,14M,A1-H-OL1,0.1,0.1,5.165409268712151,0.006021985640892069,0.04189356479050599,0.32644796678226967,True
14M:A1-H-OL1:0.1,14M,A1-H-OL1,0.1,0.2,5.206189805233972,0.04680252216271352,0.050342339539946865,0.39228350387605737,True
14M:A1-H-OL1:0.1,14M,A1-H-OL1,0.1,0.3,5.323404573124542,0.16401729005328303,0.05875125066483562,0.45780841094232916,True
14M:A1-H-OL1:0.1,14M,A1-H-OL1,0.1,0.4,5.575266491026568,0.4158792079553093,0.06717802754063376,0.5234725336157848,True
14M:A1-H-OL1:0.1,14M,A1-H-OL1,0.1,0.5,6.0189960828194256,0.859608799748167,0.07555568693794758,0.5887539172918584,True
14M:A1-H-OL1:0.1,14M,A1-H-OL1,0.1,0.6,6.68620844070728,1.5268211576360216,0.08396965106762358,0.6543181989768143,True
14M:A1-H-OL1:0.1,14M,A1-H-OL1,0.1,0.7,7.647184434021718,2.4877971509504597,0.0929222197317838,0.7240794583136201,True
14M:A1-H-OL1:0.1,14M,A1-H-OL1,0.1,0.8,8.635984244431265,3.4765969613600065,0.10220103768476509,0.7963829557610373,True
14M:A1-H-OL1:0.1,14M,A1-H-OL1,0.1,0.9,9.266251693815875,4.106864410744616,0.11561463337212793,0.9009059549680986,True
14M:A1-H-OL1:0.5,14M,A1-H-OL1,0.5,0.0,5.110230085412426,0.0,0.037679971534196166,0.2936143094354127,True
14M:A1-H-OL1:0.5,14M,A1-H-OL1,0.5,0.1,5.116110203886879,0.0058801184744528,0.04615573258224791,0.3596601323417482,True
14M:A1-H-OL1:0.5,14M,A1-H-OL1,0.5,0.2,5.163076404989118,0.05284631957669195,0.05459233857975036,0.4254008466543178,True
14M:A1-H-OL1:0.5,14M,A1-H-OL1,0.5,0.3,5.291756506502276,0.18152642108984995,0.06290894156891857,0.4902064593999912,True
