source_checkpoint_id,scale,family,training_parameter,clipping_target_p,loss,delta_loss_from_p0,R_model,U_arch,nondominated_within_checkpoint
14M:A7:0.0,14M,A7,0.0,0.9,8.245313081515611,2.7769256823161648,0.11624239160706323,0.3880907071534002,True
14M:A7:0.01,14M,A7,0.01,0.0,5.458821531583571,0.0,0.07617672767101412,0.2543261516023342,False
14M:A7:0.01,14M,A7,0.01,0.1,5.458821531583571,0.0,0.07617672767101412,0.2543261516023342,False
14M:A7:0.01,14M,A7,0.01,0.2,5.458821531583571,0.0,0.07617672767101412,0.2543261516023342,False
14M:A7:0.01,14M,A7,0.01,0.3,5.458821531583571,0.0,0.07617672767101412,0.2543261516023342,False
14M:A7:0.01,14M,A7,0.01,0.4,5.458821531583571,0.0,0.07617672767101412,0.2543261516023342,False
14M:A7:0.01,14M,A7,0.01,0.5,5.458505497881647,-0.00031603370192456737,0.076639741551664,0.25587198511349135,True
14M:A7:0.01,14M,A7,0.01,0.6,5.526362038928376,0.06754050734480455,0.0837837393021447,0.27972317314013107,True
14M:A7:0.01,14M,A7,0.01,0.7,5.985893245984816,0.5270717144012451,0.09191072686986827,0.3068562035998475,True
14M:A7:0.01,14M,A7,0.01,0.8,7.069428812117266,1.6106072805336948,0.10404302667190496,0.34736150243682856,True
14M:A7:0.01,14M,A7,0.01,0.9,8.321679277532905,2.8628577459493334,0.11911007886295576,0.3976648630155418,True
14M:A7:0.05,14M,A7,0.05,0.0,5.437900045919701,0.0,0.09126911190049944,0.30471408656543314,False
14M:A7:0.05,14M,A7,0.05,0.1,5.437900045919701,0.0,0.09126911190049944,0.30471408656543314,False
14M:A7:0.05,14M,A7,0.05,0.2,5.437900045919701,0.0,0.09126911190049944,0.30471408656543314,False
14M:A7:0.05,14M,A7,0.05,0.3,5.437900045919701,0.0,0.09126911190049944,0.30471408656543314,False
14M:A7:0.05,14M,A7,0.05,0.4,5.437900045919701,0.0,0.09126911190049944,0.30471408656543314,False
14M:A7:0.05,14M,A7,0.05,0.5,5.43780301661181,-9.702930789057262e-05,0.09135878821289112,0.30501348287868724,True
14M:A7:0.05,14M,A7,0.05,0.6,5.486366971710025,0.048466925790323856,0.09690225323035288,0.3235210791950052,True
14M:A7:0.05,14M,A7,0.05,0.7,5.886099009118842,0.44819896319914143,0.10380242179706975,0.3465582110150984,True
14M:A7:0.05,14M,A7,0.05,0.8,6.760145482932322,1.3222454370126213,0.11274490267010298,0.376413874493295,True
14M:A7:0.05,14M,A7,0.05,0.9,8.294657681820661,2.8567576359009603,0.1294877319001155,0.4323120399197999,True
14M:A7:0.1,14M,A7,0.1,0.0,5.428702762141031,0.0,0.10425046209737196,0.3480540532338759,False
14M:A7:0.1,14M,A7,0.1,0.1,5.428702762141031,0.0,0.10425046209737196,0.3480540532338759,False
14M:A7:0.1,14M,A7,0.1,0.2,5.428702762141031,0.0,0.10425046209737196,0.3480540532338759,False
14M:A7:0.1,14M,A7,0.1,0.3,5.428702762141031,0.0,0.10425046209737196,0.3480540532338759,False
14M:A7:0.1,14M,A7,0.1,0.4,5.428702762141031,0.0,0.10425046209737196,0.3480540532338759,False
14M:A7:0.1,14M,A7,0.1,0.5,5.4286954529892055,-7.309151825118931e-06,0.10425092171788121,0.34805558773816464,True
14M:A7:0.1,14M,A7,0.1,0.6,5.463744886528105,0.03504212438707466,0.10842009128284277,0.36197491563859,True
14M:A7:0.1,14M,A7,0.1,0.7,5.804616279150608,0.3759135170095771,0.11614820854769603,0.3877762644650973,True
14M:A7:0.1,14M,A7,0.1,0.8,6.613795860279241,1.1850930981382106,0.1254192614985054,0.418728909588734,True
14M:A7:0.1,14M,A7,0.1,0.9,7.8217048207683675,2.393002058627337,0.14115525528693562,0.4712656207892141,True
14M:A7:0.5,14M,A7,0.5,0.0,5.702901842326102,0.0,0.15386770840497463,0.5137078387445304,True
14M:A7:0.5,14M,A7,0.5,0.1,5.702901842326102,0.0,0.15386770840497463,0.5137078387445304,True
14M:A7:0.5,14M,A7,0.5,0.2,5.702901842326102,0.0,0.15386770840497463,0.5137078387445304,True
14M:A7:0.5,14M,A7,0.5,0.3,5.702901842326102,0.0,0.15386770840497463,0.5137078387445304,True
14M:A7:0.5,14M,A7,0.5,0.4,5.702901842326102,0.0,0.15386770840497463,0.5137078387445304,True
14M:A7:0.5,14M,A7,0.5,0.5,5.702901842326102,0.0,0.15386770840497463,0.5137078387445304,True
14M:A7:0.5,14M,A7,0.5,0.6,5.704141648563407,0.001239806237305352,0.15465712302054518,0.5163434045837951,True
14M:A7:0.5,14M,A7,0.5,0.7,5.761268663688524,0.058366821362421994,0.1660819432979431,0.5544866887958385,True
14M:A7:0.5,14M,A7,0.5,0.8,6.144581114046672,0.4416792717205702,0.18985109955308027,0.6338431828593634,True
14M:A7:0.5,14M,A7,0.5,0.9,6.797961992624948,1.0950601502988464,0.22746729863479132,0.7594298737405348,True
14M:A7-OL1:0.0,14M,A7-OL1,0.0,0.0,5.480181639011089,0.0,0.07054236387068362,0.23551507759224888,False
14M:A7-OL1:0.0,14M,A7-OL1,0.0,0.1,5.480181639011089,0.0,0.07054236387068362,0.23551507759224888,False
14M:A7-OL1:0.0,14M,A7-OL1,0.0,0.2,5.480181639011089,0.0,0.07054236387068362,0.23551507759224888,False
14M:A7-OL1:0.0,14M,A7-OL1,0.0,0.3,5.480164278893781,-1.7360117308129475e-05,0.07057600421124625,0.23562739034990415,False
14M:A7-OL1:0.0,14M,A7-OL1,0.0,0.4,5.479698386418043,-0.0004832525930460463,0.07081021982476694,0.2364093503717254,True
14M:A7-OL1:0.0,14M,A7-OL1,0.0,0.5,5.480322166307438,0.00014052729634883576,0.07227817159617428,0.2413103028827364,True
14M:A7-OL1:0.0,14M,A7-OL1,0.0,0.6,5.550614424005768,0.07043278499467842,0.08069088637599289,0.26939727169714334,True
14M:A7-OL1:0.0,14M,A7-OL1,0.0,0.7,6.007140845236694,0.5269592062256043,0.08979246311546543,0.29978409791604066,True
14M:A7-OL1:0.0,14M,A7-OL1,0.0,0.8,6.941022582308075,1.4608409432969856,0.1020918432845774,0.3408472168125821,True
14M:A7-OL1:0.0,14M,A7-OL1,0.0,0.9,8.207801330724411,2.727619691713322,0.11624306770186069,0.3880929643859332,True
14M:A7-OL1:0.01,14M,A7-OL1,0.01,0.0,5.475793192372519,0.0,0.07723403231219006,0.2578561039733899,False
14M:A7-OL1:0.01,14M,A7-OL1,0.01,0.1,5.475793192372519,0.0,0.07723403231219006,0.2578561039733899,False
14M:A7-OL1:0.01,14M,A7-OL1,0.01,0.2,5.475793192372519,0.0,0.07723403231219006,0.2578561039733899,False
14M:A7-OL1:0.01,14M,A7-OL1,0.01,0.3,5.475793192372519,0.0,0.07723403231219006,0.2578561039733899,False
14M:A7-OL1:0.01,14M,A7-OL1,0.01,0.4,5.475532987414027,-0.0002602049584918831,0.07731594920101868,0.25812959441757116,True
14M:A7-OL1:0.01,14M,A7-OL1,0.01,0.5,5.476153015385012,0.00035982301249326554,0.0779105548798838,0.26011476467428984,True
14M:A7-OL1:0.01,14M,A7-OL1,0.01,0.6,5.534030534811979,0.058237342439459994,0.08581777413633077,0.28651406935501894,True
14M:A7-OL1:0.01,14M,A7-OL1,0.01,0.7,5.93097405391332,0.45518086154080084,0.09416665980488192,0.3143879361798136,True
14M:A7-OL1:0.01,14M,A7-OL1,0.01,0.8,6.837059490779448,1.361266298406929,0.10591005815216897,0.3535948357108258,True
14M:A7-OL1:0.01,14M,A7-OL1,0.01,0.9,8.174582810091549,2.6987896177190294,0.12079383800794931,0.40328631718748825,True
14M:A7-OL1:0.05,14M,A7-OL1,0.05,0.0,5.462823045324292,0.0,0.09862985701143426,0.32928891452436726,False
14M:A7-OL1:0.05,14M,A7-OL1,0.05,0.1,5.462823045324292,0.0,0.09862985701143426,0.32928891452436726,False
14M:A7-OL1:0.05,14M,A7-OL1,0.05,0.2,5.462823045324292,0.0,0.09862985701143426,0.32928891452436726,False
14M:A7-OL1:0.05,14M,A7-OL1,0.05,0.3,5.462823045324292,0.0,0.09862985701143426,0.32928891452436726,False
14M:A7-OL1:0.05,14M,A7-OL1,0.05,0.4,5.462823045324292,0.0,0.09862985701143426,0.32928891452436726,False
14M:A7-OL1:0.05,14M,A7-OL1,0.05,0.5,5.462710346695939,-0.00011269862835305844,0.09867302587191089,0.3294330395148958,True
14M:A7-OL1:0.05,14M,A7-OL1,0.05,0.6,5.503036353715073,0.040213308390780966,0.10411354943690874,0.3475969520809932,True
14M:A7-OL1:0.05,14M,A7-OL1,0.05,0.7,5.836176698729837,0.3733536534055446,0.11073841653992665,0.36971495329606197,True
14M:A7-OL1:0.05,14M,A7-OL1,0.05,0.8,6.6783231750747865,1.2155001297504944,0.11920563350935859,0.3979838849298502,True
14M:A7-OL1:0.05,14M,A7-OL1,0.05,0.9,8.023400250271226,2.5605772049469344,0.13588902857643878,0.4536836214871397,True
14M:A7-OL1:0.1,14M,A7-OL1,0.1,0.0,5.429461431221144,0.0,0.11796797750520101,0.39385180551178545,True
14M:A7-OL1:0.1,14M,A7-OL1,0.1,0.1,5.429461431221144,0.0,0.11796797750520101,0.39385180551178545,True
14M:A7-OL1:0.1,14M,A7-OL1,0.1,0.2,5.429461431221144,0.0,0.11796797750520101,0.39385180551178545,True
14M:A7-OL1:0.1,14M,A7-OL1,0.1,0.3,5.429461431221144,0.0,0.11796797750520101,0.39385180551178545,True
14M:A7-OL1:0.1,14M,A7-OL1,0.1,0.4,5.429461431221144,0.0,0.11796797750520101,0.39385180551178545,True
14M:A7-OL1:0.1,14M,A7-OL1,0.1,0.5,5.429461431221144,0.0,0.11796797750520101,0.39385180551178545,True
14M:A7-OL1:0.1,14M,A7-OL1,0.1,0.6,5.453680927936848,0.02421949671570367,0.12202924289107457,0.4074108809381511,True
14M:A7-OL1:0.1,14M,A7-OL1,0.1,0.7,5.76077379277472,0.331312361553576,0.1286020106577943,0.42935494157967646,True
14M:A7-OL1:0.1,14M,A7-OL1,0.1,0.8,6.558794324214642,1.1293328929934976,0.13661474303984755,0.4561065158839429,True
14M:A7-OL1:0.1,14M,A7-OL1,0.1,0.9,8.01822628777408,2.5887648565529364,0.15134411460861558,0.5052824847281785,True
14M:A7-OL1:0.5,14M,A7-OL1,0.5,0.0,5.829377546818299,0.0,0.27482413190436367,0.9175369692505798,True
14M:A7-OL1:0.5,14M,A7-OL1,0.5,0.1,5.829377546818299,0.0,0.27482413190436367,0.9175369692505798,True
14M:A7-OL1:0.5,14M,A7-OL1,0.5,0.2,5.829377546818299,0.0,0.27482413190436367,0.9175369692505798,True
14M:A7-OL1:0.5,14M,A7-OL1,0.5,0.3,5.829377546818299,0.0,0.27482413190436367,0.9175369692505798,True
14M:A7-OL1:0.5,14M,A7-OL1,0.5,0.4,5.829377546818299,0.0,0.27482413190436367,0.9175369692505798,True
14M:A7-OL1:0.5,14M,A7-OL1,0.5,0.5,5.829377546818299,0.0,0.27482413190436367,0.9175369692505798,True
14M:A7-OL1:0.5,14M,A7-OL1,0.5,0.6,5.829377546818299,0.0,0.27482413190436367,0.9175369692505798,True
14M:A7-OL1:0.5,14M,A7-OL1,0.5,0.7,5.845568449539546,0.016190902721247014,0.27639064590740575,0.9227669848997878,True
14M:A7-OL1:0.5,14M,A7-OL1,0.5,0.8,6.022108804544754,0.1927312577264546,0.2822576641026958,0.9423548065955833,True
14M:A7-OL1:0.5,14M,A7-OL1,0.5,0.9,6.584487718237928,0.7551101714196289,0.28969357721488487,0.9671805929386212,True
70M:A0:None,70M,A0,,0.0,4.09976596627715,0.0,4.5409213981255505e-06,1.2251766604285033e-05,True
70M:A0:None,70M,A0,,0.1,4.103607641874686,0.0038416755975356764,0.03704771712817537,0.09995768340393278,True
70M:A0:None,70M,A0,,0.2,4.130720967019098,0.030955000741947458,0.07409856288236771,0.19992380808935703,True
70M:A0:None,70M,A0,,0.3,4.207335302462945,0.10756933618579456,0.11128198547050681,0.30024763560296086,True
70M:A0:None,70M,A0,,0.4,4.397794885748237,0.29802891947108634,0.14844232616673478,0.40050918633886107,True
70M:A0:None,70M,A0,,0.5,4.833056628704071,0.7332906624269206,0.18588524587805907,0.5015331577019182,True
70M:A0:None,70M,A0,,0.6,5.657785163828607,1.5580191975514568,0.22410886102846378,0.6046635073679759,True
70M:A0:None,70M,A0,,0.7,6.927989370724153,2.8282234044470025,0.2634840039958558,0.7109007705467614,True
70M:A0:None,70M,A0,,0.8,8.072236460341504,3.9724704940643534,0.30462128661166776,0.8218924264585964,True
70M:A0:None,70M,A0,,0.9,9.179397353053798,5.079631386776647,0.34581402736813455,0.9330337128387965,True
70M:A1-H:None,70M,A1-H,,0.0,4.222749641308417,0.0,0.1006575817198192,0.2715821504182036,True
70M:A1-H:None,70M,A1-H,,0.1,4.223747295035413,0.0009976537269960062,0.1253699152762549,0.33825798918204386,True
70M:A1-H:None,70M,A1-H,,0.2,4.2345100027569655,0.011760361448548196,0.15009889653338568,0.40497874476463774,True
70M:A1-H:None,70M,A1-H,,0.3,4.269463841379041,0.04671420007062377,0.17485463133689724,0.4717716835403232,True
70M:A1-H:None,70M,A1-H,,0.4,4.34614380753252,0.12339416622410226,0.19985071975821428,0.5392131154674346,True
70M:A1-H:None,70M,A1-H,,0.5,4.522053564088584,0.29930392278016704,0.22515643290083476,0.6074899394852112,True
70M:A1-H:None,70M,A1-H,,0.6,4.914340298909408,0.6915906576009903,0.251077096084812,0.6774259475582566,True
70M:A1-H:None,70M,A1-H,,0.7,5.722640647690677,1.49989100638226,0.27893497516536875,0.7525887179876819,True
70M:A1-H:None,70M,A1-H,,0.8,6.912034926329844,2.689285285021427,0.3103507465144421,0.8373509643505708,True
70M:A1-H:None,70M,A1-H,,0.9,9.133300532956095,4.910550891647678,0.33891162743744047,0.9144104895882894,True
70M:A4-OL1:0.0,70M,A4-OL1,0.0,0.0,4.805359604796009,0.0,0.2567254135810303,0.692665556792438,True
70M:A4-OL1:0.0,70M,A4-OL1,0.0,0.1,4.805359604796009,0.0,0.2567254135810303,0.692665556792438,True
70M:A4-OL1:0.0,70M,A4-OL1,0.0,0.2,4.805359604796009,0.0,0.2567254135810303,0.692665556792438,True
70M:A4-OL1:0.0,70M,A4-OL1,0.0,0.3,4.805359604796009,0.0,0.2567254135810303,0.692665556792438,True
70M:A4-OL1:0.0,70M,A4-OL1,0.0,0.4,4.805359604796009,0.0,0.2567254135810303,0.692665556792438,True
70M:A4-OL1:0.0,70M,A4-OL1,0.0,0.5,4.808226946895645,0.0028673420996359056,0.258619171233652,0.6977750653548583,True
70M:A4-OL1:0.0,70M,A4-OL1,0.0,0.6,5.230290624516956,0.4249310197209466,0.27324088533802515,0.7372256113685617,True
70M:A4-OL1:0.0,70M,A4-OL1,0.0,0.7,6.15390725107588,1.3485476462798713,0.2897143697637811,0.7816723807900715,True
70M:A4-OL1:0.0,70M,A4-OL1,0.0,0.8,7.118011199511015,2.312651594715006,0.3014971221215472,0.8134631825209779,True
70M:A4-OL1:0.0,70M,A4-OL1,0.0,0.9,7.8024533091212165,2.9970937043252075,0.31792763660845647,0.8577940156345024,True
70M:A4-OL1:0.01,70M,A4-OL1,0.01,0.0,4.822940648660152,0.0,0.26224248845553516,0.7075510630090179,True
70M:A4-OL1:0.01,70M,A4-OL1,0.01,0.1,4.822940648660152,0.0,0.26224248845553516,0.7075510630090179,True
70M:A4-OL1:0.01,70M,A4-OL1,0.01,0.2,4.822940648660152,0.0,0.26224248845553516,0.7075510630090179,True
70M:A4-OL1:0.01,70M,A4-OL1,0.01,0.3,4.822940648660152,0.0,0.26224248845553516,0.7075510630090179,True
70M:A4-OL1:0.01,70M,A4-OL1,0.01,0.4,4.822940648660152,0.0,0.26224248845553516,0.7075510630090179,True
70M:A4-OL1:0.01,70M,A4-OL1,0.01,0.5,4.8254127407215055,0.002472092061353237,0.263257729292244,0.710290263424077,True
70M:A4-OL1:0.01,70M,A4-OL1,0.01,0.6,5.223813095036343,0.4008724463761908,0.2760524443729041,0.7448114209585989,True
70M:A4-OL1:0.01,70M,A4-OL1,0.01,0.7,6.020536929192628,1.1975962805324754,0.292115543197476,0.7881509374323827,True
70M:A4-OL1:0.01,70M,A4-OL1,0.01,0.8,7.034792413372966,2.2118517647128133,0.30147154861615727,0.8133941831722068,True
70M:A4-OL1:0.01,70M,A4-OL1,0.01,0.9,7.946325338803804,3.123384690143652,0.31604236003300945,0.8527073896919267,True
70M:A4-OL1:0.05,70M,A4-OL1,0.05,0.0,4.8743574400625285,0.0,0.284897832081583,0.7686769795599611,True
70M:A4-OL1:0.05,70M,A4-OL1,0.05,0.1,4.8743574400625285,0.0,0.284897832081583,0.7686769795599611,True
70M:A4-OL1:0.05,70M,A4-OL1,0.05,0.2,4.8743574400625285,0.0,0.284897832081583,0.7686769795599611,True
70M:A4-OL1:0.05,70M,A4-OL1,0.05,0.3,4.8743574400625285,0.0,0.284897832081583,0.7686769795599611,True
70M:A4-OL1:0.05,70M,A4-OL1,0.05,0.4,4.8743574400625285,0.0,0.284897832081583,0.7686769795599611,True
70M:A4-OL1:0.05,70M,A4-OL1,0.05,0.5,4.874852950050986,0.0004955099884575986,0.28507246978504874,0.7691481659548751,True
70M:A4-OL1:0.05,70M,A4-OL1,0.05,0.6,5.535634320163163,0.6612768801006341,0.2905097049316868,0.7838182582442338,True
70M:A4-OL1:0.05,70M,A4-OL1,0.05,0.7,7.359787341405654,2.4854299013431254,0.2949081920944627,0.7956857259684095,False
70M:A4-OL1:0.05,70M,A4-OL1,0.05,0.8,7.455743080060158,2.581385639997629,0.3034264762587408,0.818668733226098,False
70M:A4-OL1:0.05,70M,A4-OL1,0.05,0.9,7.243011419589703,2.368653979527174,0.31690311630221324,0.8550297784735984,True
70M:A4-OL1:0.1,70M,A4-OL1,0.1,0.0,4.944038554408847,0.0,0.30574589970908406,0.8249267219201638,True
70M:A4-OL1:0.1,70M,A4-OL1,0.1,0.1,4.944038554408847,0.0,0.30574589970908406,0.8249267219201638,True
70M:A4-OL1:0.1,70M,A4-OL1,0.1,0.2,4.944038554408847,0.0,0.30574589970908406,0.8249267219201638,True
70M:A4-OL1:0.1,70M,A4-OL1,0.1,0.3,4.944038554408847,0.0,0.30574589970908406,0.8249267219201638,True
70M:A4-OL1:0.1,70M,A4-OL1,0.1,0.4,4.944038554408847,0.0,0.30574589970908406,0.8249267219201638,True
70M:A4-OL1:0.1,70M,A4-OL1,0.1,0.5,4.944038554408847,0.0,0.30574589970908406,0.8249267219201638,True
70M:A4-OL1:0.1,70M,A4-OL1,0.1,0.6,5.542679692161154,0.5986411377523071,0.30619105877474534,0.8261277964370041,True
70M:A4-OL1:0.1,70M,A4-OL1,0.1,0.7,6.453001812364928,1.508963257956081,0.3081179861734586,0.8313267996089555,True
70M:A4-OL1:0.1,70M,A4-OL1,0.1,0.8,7.219504934796215,2.2754663803873685,0.3103429146225005,0.837329833284048,True
70M:A4-OL1:0.1,70M,A4-OL1,0.1,0.9,7.361048849376701,2.417010294967854,0.3163646627464147,0.8535769880122586,True
70M:A4-OL1:0.5,70M,A4-OL1,0.5,0.0,5.3895688282667535,0.0,0.3559628423003792,0.9604160216167621,True
70M:A4-OL1:0.5,70M,A4-OL1,0.5,0.1,5.3895688282667535,0.0,0.3559628423003792,0.9604160216167621,True
70M:A4-OL1:0.5,70M,A4-OL1,0.5,0.2,5.3895688282667535,0.0,0.3559628423003792,0.9604160216167621,True
70M:A4-OL1:0.5,70M,A4-OL1,0.5,0.3,5.3895688282667535,0.0,0.3559628423003792,0.9604160216167621,True
70M:A4-OL1:0.5,70M,A4-OL1,0.5,0.4,5.3895688282667535,0.0,0.3559628423003792,0.9604160216167621,True
70M:A4-OL1:0.5,70M,A4-OL1,0.5,0.5,5.3895688282667535,0.0,0.3559628423003792,0.9604160216167621,True
70M:A4-OL1:0.5,70M,A4-OL1,0.5,0.6,5.3895688282667535,0.0,0.3559628423003792,0.9604160216167621,True
70M:A4-OL1:0.5,70M,A4-OL1,0.5,0.7,5.3895688282667535,0.0,0.3559628423003792,0.9604160216167621,True
70M:A4-OL1:0.5,70M,A4-OL1,0.5,0.8,5.398988159097863,0.009419330831109463,0.35721531886536473,0.9637953028696534,True
70M:A4-OL1:0.5,70M,A4-OL1,0.5,0.9,6.054151506818963,0.6645826785522093,0.3585330384966167,0.9673506150973983,True
70M:A7-OL1:0.0,70M,A7-OL1,0.0,0.0,4.941219700864081,0.0,0.23562397128038146,0.47674094616317386,True
70M:A7-OL1:0.0,70M,A7-OL1,0.0,0.1,4.941219700864081,0.0,0.23562397128038146,0.47674094616317386,True
70M:A7-OL1:0.0,70M,A7-OL1,0.0,0.2,4.941219700864081,0.0,0.23562397128038146,0.47674094616317386,True
70M:A7-OL1:0.0,70M,A7-OL1,0.0,0.3,4.941219700864081,0.0,0.23562397128038146,0.47674094616317386,True
70M:A7-OL1:0.0,70M,A7-OL1,0.0,0.4,4.94122252732339,2.826459309268614e-06,0.23575483436178962,0.4770057230825567,True
70M:A7-OL1:0.0,70M,A7-OL1,0.0,0.5,4.941654091756019,0.0004343908919386408,0.23752929857139315,0.4805960188475509,True
70M:A7-OL1:0.0,70M,A7-OL1,0.0,0.6,4.988302278095449,0.047082577231368106,0.2575433600086707,0.5210907212088043,True
70M:A7-OL1:0.0,70M,A7-OL1,0.0,0.7,5.282720288581396,0.3415005877173156,0.27740625779356304,0.5612795722499566,True
70M:A7-OL1:0.0,70M,A7-OL1,0.0,0.8,6.31918942505086,1.3779697241867792,0.2995763699750298,0.6061366392134834,True
70M:A7-OL1:0.0,70M,A7-OL1,0.0,0.9,8.188545169209588,3.2473254683455073,0.32901129843290144,0.6656927003688767,True
70M:A7-OL1:0.01,70M,A7-OL1,0.01,0.0,4.936403570090525,0.0,0.2422619272358166,0.4901716059792667,True
70M:A7-OL1:0.01,70M,A7-OL1,0.01,0.1,4.936403570090525,0.0,0.2422619272358166,0.4901716059792667,True
70M:A7-OL1:0.01,70M,A7-OL1,0.01,0.2,4.936403570090525,0.0,0.2422619272358166,0.4901716059792667,True
70M:A7-OL1:0.01,70M,A7-OL1,0.01,0.3,4.936403570090525,0.0,0.2422619272358166,0.4901716059792667,True
70M:A7-OL1:0.01,70M,A7-OL1,0.01,0.4,4.936403570090525,0.0,0.2422619272358166,0.4901716059792667,True
70M:A7-OL1:0.01,70M,A7-OL1,0.01,0.5,4.936423520717395,1.9950626869658095e-05,0.24310313599970834,0.4918736342569468,True
70M:A7-OL1:0.01,70M,A7-OL1,0.01,0.6,4.9818483047936795,0.04544473470315413,0.2622626118643305,0.5306392428750161,True
70M:A7-OL1:0.01,70M,A7-OL1,0.01,0.7,5.269459487771141,0.3330559176806158,0.28131247243169455,0.5691830654827537,True
70M:A7-OL1:0.01,70M,A7-OL1,0.01,0.8,6.258215036617933,1.321811466527408,0.3014189528033154,0.6098647602368558,True
70M:A7-OL1:0.01,70M,A7-OL1,0.01,0.9,7.924281748088859,2.9878781779983337,0.33265314456159184,0.6730612934697312,True
70M:A7-OL1:0.05,70M,A7-OL1,0.05,0.0,4.963675176956245,0.0,0.26523924063330423,0.5366618933209184,True
70M:A7-OL1:0.05,70M,A7-OL1,0.05,0.1,4.963675176956245,0.0,0.26523924063330423,0.5366618933209184,True
70M:A7-OL1:0.05,70M,A7-OL1,0.05,0.2,4.963675176956245,0.0,0.26523924063330423,0.5366618933209184,True
70M:A7-OL1:0.05,70M,A7-OL1,0.05,0.3,4.963675176956245,0.0,0.26523924063330423,0.5366618933209184,True
70M:A7-OL1:0.05,70M,A7-OL1,0.05,0.4,4.963675176956245,0.0,0.26523924063330423,0.5366618933209184,True
70M:A7-OL1:0.05,70M,A7-OL1,0.05,0.5,4.963675176956245,0.0,0.26523924063330423,0.5366618933209184,True
70M:A7-OL1:0.05,70M,A7-OL1,0.05,0.6,5.0028741613647645,0.03919898440851988,0.2799394807275974,0.5664050740902455,True
70M:A7-OL1:0.05,70M,A7-OL1,0.05,0.7,5.2809042602601135,0.3172290833038689,0.29857913420360144,0.6041189195280241,True
70M:A7-OL1:0.05,70M,A7-OL1,0.05,0.8,6.191748090044281,1.2280729130880363,0.31631216688866215,0.6399983877106497,True
70M:A7-OL1:0.05,70M,A7-OL1,0.05,0.9,7.603761510736138,2.6400863337798937,0.3460082381619199,0.7000828224106123,True
70M:A7-OL1:0.1,70M,A7-OL1,0.1,0.0,4.950053309900521,0.0,0.286939044941761,0.5805673804466706,True
70M:A7-OL1:0.1,70M,A7-OL1,0.1,0.1,4.950053309900521,0.0,0.286939044941761,0.5805673804466706,True
70M:A7-OL1:0.1,70M,A7-OL1,0.1,0.2,4.950053309900521,0.0,0.286939044941761,0.5805673804466706,True
70M:A7-OL1:0.1,70M,A7-OL1,0.1,0.3,4.950053309900521,0.0,0.286939044941761,0.5805673804466706,True
70M:A7-OL1:0.1,70M,A7-OL1,0.1,0.4,4.950053309900521,0.0,0.286939044941761,0.5805673804466706,True
70M:A7-OL1:0.1,70M,A7-OL1,0.1,0.5,4.950053309900521,0.0,0.286939044941761,0.5805673804466706,True
70M:A7-OL1:0.1,70M,A7-OL1,0.1,0.6,4.979425888089739,0.02937257818921779,0.2974179259609027,0.6017694322780281,True
70M:A7-OL1:0.1,70M,A7-OL1,0.1,0.7,5.261141520632795,0.3110882107322741,0.3155625218642486,0.6384816214992859,True
70M:A7-OL1:0.1,70M,A7-OL1,0.1,0.8,6.1586174534622735,1.2085641435617527,0.3339044844146751,0.6755931451412265,True
70M:A7-OL1:0.1,70M,A7-OL1,0.1,0.9,7.6748013820873915,2.7247480721868707,0.361880662085978,0.7321976974733624,True
70M:A7-OL1:0.5,70M,A7-OL1,0.5,0.0,5.215804503161526,0.0,0.40601944402034107,0.8215042503997552,False
70M:A7-OL1:0.5,70M,A7-OL1,0.5,0.1,5.215804503161526,0.0,0.40601944402034107,0.8215042503997552,False
70M:A7-OL1:0.5,70M,A7-OL1,0.5,0.2,5.215804503161526,0.0,0.40601944402034107,0.8215042503997552,False
70M:A7-OL1:0.5,70M,A7-OL1,0.5,0.3,5.215804503161526,0.0,0.40601944402034107,0.8215042503997552,False
70M:A7-OL1:0.5,70M,A7-OL1,0.5,0.4,5.215804503161526,0.0,0.40601944402034107,0.8215042503997552,False
70M:A7-OL1:0.5,70M,A7-OL1,0.5,0.5,5.215804503161526,0.0,0.40601944402034107,0.8215042503997552,False
70M:A7-OL1:0.5,70M,A7-OL1,0.5,0.6,5.215804503161526,0.0,0.40601944402034107,0.8215042503997552,False
70M:A7-OL1:0.5,70M,A7-OL1,0.5,0.7,5.205523174189957,-0.010281328971569081,0.41039536092710255,0.8303580981433637,True
70M:A7-OL1:0.5,70M,A7-OL1,0.5,0.8,5.639894910465331,0.42409040730380454,0.43176311945064527,0.8735917528540641,True
70M:A7-OL1:0.5,70M,A7-OL1,0.5,0.9,7.28962235761112,2.0738178544495938,0.45748215553737237,0.925629402214454,True
410M:A0:None,410M,A0,,0.0,4.547456437666741,0.0,0.00011047923803103942,0.00014774620105501878,True
410M:A0:None,410M,A0,,0.1,4.553016314492423,0.005559876825682153,0.0746317195722218,0.09980656312909511,True
410M:A0:None,410M,A0,,0.2,4.581109249732903,0.033652812066162774,0.148833003464567,0.19903749560003492,True
410M:A0:None,410M,A0,,0.3,4.672733952660533,0.12527751499379214,0.2224278721643295,0.29745745632132375,True
410M:A0:None,410M,A0,,0.4,4.931758412948022,0.3843019752812813,0.29538790085588484,0.3950284321911422,True
410M:A0:None,410M,A0,,0.5,5.585539915857936,1.0380834781911954,0.3680432914680814,0.49219200917114103,True
410M:A0:None,410M,A0,,0.6,6.721288022204969,2.1738315845382283,0.4409806322803354,0.5897326440643516,True
