condition_id,layer,operation,site,K,M,N,exact_zero_mass,dense_median_ms,pack_median_ms,kernel_median_ms,pack_kernel_median_ms,kernel_only_speedup,pack_kernel_speedup,sparse_vs_fp32_relative_l2
a4-ol1-kappa-0p5,16,mlp_w2,h,4096,2048,1024,0.999853253364563,0.028722562460247902,0.020203795844736454,0.08259443279689722,0.10441987967199337,0.34837785402740723,0.27399934743020626,0.001969186403900113
a4-ol1-kappa-0p5,16,attention_output_projection,z,1024,2048,1024,0.999971866607666,0.010177956219907745,0.006890505914465644,0.03082810779209992,0.03777493901351991,0.33045529111638344,0.2696372549233243,0.000975871071553637
a4-ol1-kappa-0p5,17,qkv_projection,a,1024,2048,3072,0.9550223350524902,0.023588050334226517,0.007683337326087649,0.6615725745047841,0.6736033551749729,0.035641268590731245,0.03501597271927389,0.0023152907982578416
a4-ol1-kappa-0p5,17,mlp_w1,m,1024,2048,4096,0.9375801086425781,0.031713063942898606,0.007770858621951816,0.6087303964843537,0.6163093403369521,0.05212388467407277,0.051498764448947104,0.002328044649946255
a4-ol1-kappa-0p5,17,mlp_w2,h,4096,2048,1024,0.999839186668396,0.028351813002868934,0.019862328966458637,0.08269892246634872,0.10555500785509746,0.34275253253360044,0.2666345895673089,0.001910402964548607
a4-ol1-kappa-0p5,17,attention_output_projection,z,1024,2048,1024,0.999931812286377,0.010183413063417324,0.006895384711435565,0.024676924626093926,0.03160267304446757,0.4125315250009282,0.32229608298411716,0.001032978918232834
a4-ol1-kappa-0p5,18,qkv_projection,a,1024,2048,3072,0.9620475769042969,0.023506539530474657,0.007646506923358247,0.6297228044508085,0.6429317683713873,0.03733177664968715,0.03655534489452385,0.0023116977406573576
a4-ol1-kappa-0p5,18,mlp_w1,m,1024,2048,4096,0.9281096458435059,0.032098458487858146,0.007746033659277036,0.6312466002711954,0.639217479746471,0.050890215649750624,0.050165895954826865,0.002333979738521753
a4-ol1-kappa-0p5,18,mlp_w2,h,4096,2048,1024,0.9997706413269043,0.028287818474052227,0.020359068845225647,0.08716343778424558,0.11035006130691123,0.3230388814027201,0.25510883652843125,0.001962186176299178
a4-ol1-kappa-0p5,18,attention_output_projection,z,1024,2048,1024,0.9999513626098633,0.01019242310127084,0.006871119839619907,0.04936171319888075,0.05642319782454978,0.20646699696653786,0.18068140235065186,0.0010447170525203044
a4-ol1-kappa-0p5,19,qkv_projection,a,1024,2048,3072,0.9146666526794434,0.024053909067056227,0.007789357998854334,0.74812569105811,0.7609291736426491,0.032143766524993005,0.03160958233424403,0.0023741077499262898
a4-ol1-kappa-0p5,19,mlp_w1,m,1024,2048,4096,0.9124593734741211,0.03202127448591103,0.007806115772619665,0.6768082183195775,0.6856050090010898,0.04736585966844106,0.04673246075480889,0.0023428725260183324
a4-ol1-kappa-0p5,19,mlp_w2,h,4096,2048,1024,0.9995734691619873,0.027094969384771617,0.02042117034551617,0.12185266878380133,0.15329980324134368,0.22097515235325102,0.17663797846597168,0.0021116148049719827
a4-ol1-kappa-0p5,19,attention_output_projection,z,1024,2048,1024,0.9999184608459473,0.010192632804867048,0.006883850110996425,0.03718978959579515,0.04408435932516051,0.27365020341406354,0.23070169498135149,0.000887704002144785
a4-ol1-kappa-0p5,20,qkv_projection,a,1024,2048,3072,0.9026031494140625,0.02422291179035985,0.007811569890310598,0.7824661600035291,0.7960482392200204,0.030951022345446434,0.030420913832072634,0.002311471196860914
a4-ol1-kappa-0p5,20,mlp_w1,m,1024,2048,4096,0.8949737548828125,0.032414107374027015,0.0078032711191040474,0.74395742356492,0.7475187297928276,0.043524930960021135,0.04331227899137741,0.0023400965653288287
a4-ol1-kappa-0p5,20,mlp_w2,h,4096,2048,1024,0.9992866516113281,0.02772409434579728,0.020563129337447625,0.12588954584377804,0.15218446136849978,0.2165757157920259,0.18217427782371354,0.0021868636060942592
a4-ol1-kappa-0p5,20,attention_output_projection,z,1024,2048,1024,0.9998531341552734,0.010190429912666587,0.006929957381935076,0.039274324049889446,0.04630280280820775,0.2590905504337358,0.21996171297130634,0.0012086167035672607
a4-ol1-kappa-0p5,21,qkv_projection,a,1024,2048,3072,0.874755859375,0.0245007686316967,0.0078415390677177,0.8084680168674543,0.821172886599715,0.03029697274333298,0.029841152915266952,0.0023199411484392646
a4-ol1-kappa-0p5,21,mlp_w1,m,1024,2048,4096,0.870734691619873,0.032606376271669554,0.00784644126351458,0.786590197729686,0.79444503567927,0.041512258931755,0.04101219029628835,0.0023496993860721983
a4-ol1-kappa-0p5,21,mlp_w2,h,4096,2048,1024,0.9988785982131958,0.026702657384122235,0.020850856694111936,0.15973543877917357,0.1898381582882422,0.1663737952780263,0.14070217436362892,0.0022485200121979314
a4-ol1-kappa-0p5,21,attention_output_projection,z,1024,2048,1024,0.9994602203369141,0.010192633328244683,0.006916886660199509,0.04818958706455533,0.055113855790914656,0.21142681012411904,0.18453033107379263,0.0018050217738534863
a4-ol1-kappa-0p5,22,qkv_projection,a,1024,2048,3072,0.8333520889282227,0.02485724166035652,0.007885973900556564,0.839645080268383,0.849225390702486,0.029604462938568266,0.029250128265330206,0.0023234062188874876
a4-ol1-kappa-0p5,22,mlp_w1,m,1024,2048,4096,0.8401193618774414,0.03293200102029492,0.007855896133959135,0.8747430631905715,0.8779677021408587,0.037462103254403224,0.0374705151257149,0.0023656050040895475
a4-ol1-kappa-0p5,22,mlp_w2,h,4096,2048,1024,0.9978837966918945,0.027248058867164617,0.02096378965466162,0.1663286551686471,0.19680886390793165,0.16353271581483397,0.13958383270706362,0.002280857268509938
a4-ol1-kappa-0p5,22,attention_output_projection,z,1024,2048,1024,0.9686198234558105,0.01021618692169011,0.007330238323320746,0.06203327259212957,0.0694549843680558,0.16480926219517167,0.14709076698588686,0.002327787191353649
a4-ol1-kappa-0p5,23,qkv_projection,a,1024,2048,3072,0.716707706451416,0.026055003505155265,0.007939769561032215,0.7985748440386301,0.7711827575442303,0.03259959138335177,0.033680564673204454,0.0023470221494087387
a4-ol1-kappa-0p5,23,mlp_w1,m,1024,2048,4096,0.7157564163208008,0.034130517054687844,0.007952394133264368,1.2801564157460674,1.2861503231706042,0.026674258497882745,0.02655725516164451,0.002370003494312333
a4-ol1-kappa-0p5,23,mlp_w2,h,4096,2048,1024,0.9881573915481567,0.02699103281806838,0.022096597110694238,0.3040740077915462,0.3433960757636831,0.08870594732958806,0.079264922015319,0.002352139758055842
a4-ol1-kappa-0p5,23,attention_output_projection,z,1024,2048,1024,0.9317178726196289,0.010300481491639948,0.007613748909956379,0.12074561003314549,0.12772418199821614,0.08531298478591114,0.08064629054961424,0.0022848724500177282
a7-ol1-kappa-0,0,qkv_projection,a,1024,2048,3072,0.5856871604919434,0.028008047272177303,0.008077811601474813,1.5373673981131473,1.537700078336362,0.018255256307489833,0.018257715627229238,0.0026507606122673985
a7-ol1-kappa-0,0,mlp_w1,m,1024,2048,4096,0.5889897346496582,0.03529233003848165,0.008087337675674185,1.8850631641419553,1.893118229689519,0.0187161109134896,0.018640461961476593,0.002218869250004773
