condition_id,source_loss,dense_bf16_loss,sparse_bf16_loss,sparse_dense_abs_loss_delta,R_model,R_covered_linear,R_covered_linear_plus_attention,b1_native_median_ms,b1_sparse_median_ms,b1_paired_speedup,b1_speedup_p10,b1_speedup_p90,b32_native_median_ms,b32_sparse_median_ms,b32_paired_speedup,b32_speedup_p10,b32_speedup_p90,linear_primitive_count,linear_break_even_count,linear_pack_kernel_speedup_min,linear_pack_kernel_speedup_median,linear_pack_kernel_speedup_max,linear_kernel_only_speedup_max,attention_layer_count,attention_break_even_count,attention_composition_speedup_min,attention_composition_speedup_median,attention_composition_speedup_max,peak_allocated_bytes,peak_reserved_bytes
a0-gelu,4.099767337889361,4.107689816570846,4.107815691705286,0.00012587513444017873,4.5409213981255505e-06,4.527582785177153e-06,,2.309937221117509,12.601884798361706,0.18320773261682824,0.18296864249118722,0.18422923501492053,36.56682278960943,132.49296881258488,0.27687838718029495,0.2716827255307067,0.28122846709267035,6,0,0.010511798086200785,0.01105688065239669,0.01117966658040287,0.011345814872201314,0,0,,,,37047275008,50881101824
a1h-relu,4.222744515661657,4.231262387608635,4.2312411133354235,2.127427321152453e-05,0.1006575817198192,0.10065757635523458,,2.3229378389149176,3.522847150641728,0.659523300238248,0.6590636761399111,0.6625115207759842,35.22851474975285,56.84767781119598,0.6184037366268412,0.6099604453235524,0.6233524348635947,6,0,0.018317238922297883,0.04902749979462022,0.0668446173232561,0.0733814967961633,0,0,,,,37047275008,50881101824
a4-ol1-kappa-0,4.805288591328457,4.814718065882576,4.8145811064003485,0.0001369594822273612,0.25672509475572236,0.2566827583056747,,3.437273111194372,5.895823799073696,0.5828651328395776,0.5431993276342065,0.6007399164239259,39.73091393709183,143.77642742225103,0.2772488461876633,0.2701493532053722,0.2790750845584948,24,0,0.02276131463585905,0.05279312652234777,0.3475136024774691,0.4186657147094183,0,0,,,,42751004160,50885296128
a4-ol1-kappa-0p5,5.389543036737385,5.3988161199897,5.399501557886248,0.00068543789654818,0.3559621916980309,0.35585044480468475,,3.1844735757945335,3.237749258541081,0.9834960454336054,0.9825878016205073,0.9854471567367564,38.77087172709013,54.771667640460166,0.7066440553402534,0.702701220940857,0.7167752123057327,24,0,0.04320220840001799,0.38201848848928854,0.6026357952117237,0.8358958492959353,0,0,,,,42766233088,50883198976
a7-ol1-kappa-0,4.941204175441222,4.950258909597904,4.950273237284824,1.4327686919557436e-05,0.23562417494680196,0.23562416600764313,0.2356241718858274,3.2115204525845393,6.87356809420245,0.4674572386795931,0.4659215399650301,0.46768531250908085,40.321413959775654,159.95739187513078,0.2523472047511879,0.24654028883144868,0.2547891003886212,24,0,0.02144204387577821,0.052535263148177726,0.12614866878538655,0.13480026578148796,6,0,0.1993487563282909,0.19986590128810078,0.2001038762992255,42844925440,52210696192
a7-ol1-kappa-0p5,5.215976195927908,5.226533192854661,5.226379307064079,0.00015388579058228657,0.4060187215635989,0.3017804634713001,0.3997405826773684,3.7169571020709933,4.665680044326023,0.7967820251470462,0.7960789976664502,0.7979159589115083,42.9382034473949,105.89804417557187,0.4051819793352992,0.3941125511144554,0.4146223913369268,24,0,0.038748764165862384,0.1422422753085619,0.5156587010761067,0.7041729692117863,6,0,0.25871506809667943,0.3336508042315287,0.36117425813558135,42884296192,51682213888
